id,country,year,primary_energy_consumption,co2_emissions,percapita_consumption,coal_consumption,gas_consumption,geothermal_consumption,hydro_consumption,nuclear_consumption,oil_consumption,renewable_consumption,wind_consumption
302,Bangladesh,1976,0.09,5,1.2,0.01,0.03,0,0.01,0,0.05,0,0
303,Bangladesh,1977,0.09,5.2,1.2,0.01,0.03,0,0,0,0.05,0,0
304,Bangladesh,1978,0.1,5.5,1.2,0.01,0.03,0,0.01,0,0.06,0,0
305,Bangladesh,1979,0.11,6.1,1.3,0,0.04,0,0.01,0,0.06,0,0
306,Bangladesh,1980,0.13,7.1,1.5,0.01,0.04,0,0.01,0,0.07,0,0
307,Bangladesh,1981,0.13,7.5,1.5,0.01,0.05,0,0.01,0,0.07,0,0
308,Bangladesh,1982,0.15,7.9,1.7,0.01,0.06,0,0.01,0,0.07,0,0
309,Bangladesh,1983,0.14,7.5,1.6,0,0.07,0,0.01,0,0.06,0,0
310,Bangladesh,1984,0.16,7.6,1.7,0,0.08,0,0.01,0,0.06,0,0
311,Bangladesh,1985,0.17,8.9,1.8,0,0.09,0,0.01,0,0.07,0,0
312,Bangladesh,1986,0.19,9.7,1.9,0,0.1,0,0,0,0.08,0,0
313,Bangladesh,1987,0.21,10.6,2.1,0,0.12,0,0.01,0,0.08,0,0
314,Bangladesh,1988,0.23,10.9,2.3,0.01,0.14,0,0.01,0,0.08,0,0
315,Bangladesh,1989,0.25,11.8,2.4,0.01,0.15,0,0.01,0,0.08,0,0
316,Bangladesh,1990,0.27,12.8,2.5,0.01,0.16,0,0.01,0,0.08,0,0
317,Bangladesh,1991,0.26,12,2.3,0,0.17,0,0.01,0,0.07,0,0
318,Bangladesh,1992,0.28,13.1,2.5,0,0.18,0,0.01,0,0.08,0,0
319,Bangladesh,1993,0.31,14.1,2.7,0,0.21,0,0.01,0,0.09,0,0
320,Bangladesh,1994,0.33,14.8,2.8,0,0.22,0,0.01,0,0.1,0,0
321,Bangladesh,1995,0.39,18.2,3.3,0.01,0.24,0,0,0,0.13,0,0
322,Bangladesh,1996,0.4,18.4,3.4,0.01,0.26,0,0.01,0,0.13,0,0
323,Bangladesh,1997,0.42,20.8,3.5,0.01,0.26,0,0.01,0,0.15,0,0
324,Bangladesh,1998,0.45,21.1,3.6,0,0.28,0,0.01,0,0.16,0,0
325,Bangladesh,1999,0.46,21.9,3.6,0,0.3,0,0.01,0,0.14,0,0
326,Bangladesh,2000,0.49,23.5,3.8,0.01,0.33,0,0.01,0,0.14,0,0
327,Bangladesh,2001,0.56,27.7,4.3,0.01,0.37,0,0.01,0,0.17,0,0
328,Bangladesh,2002,0.56,29.5,4.2,0.02,0.38,0,0.01,0,0.15,0,0
329,Bangladesh,2003,0.59,30.6,4.3,0.01,0.41,0,0.01,0,0.16,0,0
330,Bangladesh,2004,0.63,32.8,4.5,0.01,0.44,0,0.01,0,0.16,0,0
331,Bangladesh,2005,0.68,36.4,4.8,0.03,0.48,0,0.01,0,0.17,0,0
332,Bangladesh,2006,0.74,40.4,5.2,0.05,0.52,0,0.01,0,0.17,0,0
333,Bangladesh,2007,0.76,40.8,5.2,0.04,0.55,0,0.01,0,0.16,0,0
334,Bangladesh,2008,0.8,44.1,5.5,0.04,0.59,0,0.01,0,0.16,0,0
335,Bangladesh,2009,0.88,49,6,0.05,0.67,0,0,0,0.15,0,0
336,Bangladesh,2010,0.9,50.5,6.1,0.03,0.69,0,0.01,0,0.17,0,0
337,Bangladesh,2011,0.98,56.3,6.5,0.05,0.7,0,0.01,0,0.22,0,0
338,Bangladesh,2012,1.06,61.4,7,0.04,0.77,0,0.01,0,0.25,0,0
339,Bangladesh,2013,1.1,64.6,7.2,0.05,0.79,0,0.01,0,0.25,0,0
340,Bangladesh,2014,1.15,67.1,7.3,0.03,0.83,0,0.01,0,0.28,0,0
341,Bangladesh,2015,1.39,84.2,8.8,0.11,0.93,0,0.01,0,0.34,0,0
342,Bangladesh,2016,1.39,84,8.7,0.08,0.95,0,0.01,0,0.34,0,0
343,Bangladesh,2017,1.45,88.8,9,0.09,0.96,0,0.01,0,0.39,0,0
344,Bangladesh,2018,1.55,96,9.5,0.1,0.99,0,0.01,0,0.45,0,0
345,Bangladesh,2019,1.74,108,10.5,0.17,1.11,0,0.01,0,0.44,0,0
346,Bangladesh,2020,1.65,102.4,9.8,0.19,1.08,0,0.01,0,0.37,0,0
347,Bangladesh,2021,1.73,107.1,10.2,0.15,1.1,0,0.01,0,0.46,0.01,0
348,Bangladesh,2022,1.79,113.9,10.5,0.18,1.05,0,0,0,0.55,0.01,0
349,Belarus,1965,0,0,0,0,0,0,0,0,0,0,0
350,Belarus,1966,0,0,0,0,0,0,0,0,0,0,0
351,Belarus,1967,0,0,0,0,0,0,0,0,0,0,0
352,Belarus,1968,0,0,0,0,0,0,0,0,0,0,0
353,Belarus,1969,0,0,0,0,0,0,0,0,0,0,0
354,Belarus,1970,0,0,0,0,0,0,0,0,0,0,0
355,Belarus,1971,0,0,0,0,0,0,0,0,0,0,0
356,Belarus,1972,0,0,0,0,0,0,0,0,0,0,0
357,Belarus,1973,0,0,0,0,0,0,0,0,0,0,0
358,Belarus,1974,0,0,0,0,0,0,0,0,0,0,0
359,Belarus,1975,0,0,0,0,0,0,0,0,0,0,0
360,Belarus,1976,0,0,0,0,0,0,0,0,0,0,0
361,Belarus,1977,0,0,0,0,0,0,0,0,0,0,0
362,Belarus,1978,0,0,0,0,0,0,0,0,0,0,0
363,Belarus,1979,0,0,0,0,0,0,0,0,0,0,0
364,Belarus,1980,0,0,0,0,0,0,0,0,0,0,0
365,Belarus,1981,0,0,0,0,0,0,0,0,0,0,0
366,Belarus,1982,0,0,0,0,0,0,0,0,0,0,0
367,Belarus,1983,0,0,0,0,0,0,0,0,0,0,0
368,Belarus,1984,0,0,0,0,0,0,0,0,0,0,0
369,Belarus,1985,1.47,89.6,145,0.09,0.31,0,0,0,1.07,0,0
370,Belarus,1986,1.68,102.3,164.4,0.1,0.32,0,0,0,1.26,0,0
371,Belarus,1987,1.7,102.7,165.7,0.1,0.36,0,0,0,1.25,0,0
372,Belarus,1988,1.73,103.4,167,0.1,0.41,0,0,0,1.21,0,0
373,Belarus,1989,1.67,99.3,160.7,0.1,0.44,0,0,0,1.13,0,0
374,Belarus,1990,1.68,92.6,160.9,0.09,0.47,0,0,0,1.12,0,0
375,Belarus,1991,1.67,93.2,160,0.08,0.49,0,0,0,1.1,0,0
376,Belarus,1992,1.45,88.3,138.5,0.07,0.57,0,0,0,0.81,0,0
377,Belarus,1993,1.21,75.3,115.8,0.06,0.52,0,0,0,0.63,0,0
378,Belarus,1994,1.01,62.7,96.8,0.04,0.46,0,0,0,0.51,0,0
379,Belarus,1995,0.9,55.2,86.3,0.04,0.41,0,0,0,0.45,0,0
380,Belarus,1996,0.93,56.7,88.7,0.05,0.44,0,0,0,0.44,0,0
381,Belarus,1997,0.94,57.2,90,0.05,0.5,0,0,0,0.39,0,0
382,Belarus,1998,0.92,55.5,88.4,0.05,0.51,0,0,0,0.36,0,0
383,Belarus,1999,0.89,53.5,86.4,0.04,0.52,0,0,0,0.33,0,0
384,Belarus,2000,0.92,52.7,89.5,0.04,0.55,0,0,0,0.33,0,0
385,Belarus,2001,0.89,50.3,87.5,0.03,0.54,0,0,0,0.32,0,0
386,Belarus,2002,0.92,50.6,91.1,0.03,0.56,0,0,0,0.34,0,0
387,Belarus,2003,0.92,49.6,91.1,0.03,0.55,0,0,0,0.34,0,0
388,Belarus,2004,1.03,56.2,102.6,0.03,0.67,0,0,0,0.33,0,0
389,Belarus,2005,1.02,57.3,103,0.03,0.68,0,0,0,0.31,0,0
390,Belarus,2006,1.09,59.6,110.2,0.03,0.7,0,0,0,0.36,0,0
391,Belarus,2007,1.06,58.4,108,0.03,0.7,0,0,0,0.33,0,0
392,Belarus,2008,1.08,61.2,109.8,0.03,0.72,0,0,0,0.33,0,0
393,Belarus,2009,1.02,59.2,104.2,0.03,0.61,0,0,0,0.38,0,0
394,Belarus,2010,1.1,62.4,113.3,0.03,0.75,0,0,0,0.33,0,0
395,Belarus,2011,1.08,59.3,111.5,0.03,0.69,0,0,0,0.36,0,0
396,Belarus,2012,1.17,60.8,120.8,0.03,0.7,0,0,0,0.44,0,0
397,Belarus,2013,1.06,60.2,109.5,0.04,0.69,0,0,0,0.33,0,0
398,Belarus,2014,1.06,59.2,109.5,0.03,0.69,0,0,0,0.34,0,0
399,Belarus,2015,0.96,54.9,99.1,0.03,0.64,0,0,0,0.28,0,0
400,Belarus,2016,0.98,55,101.2,0.03,0.64,0,0,0,0.3,0,0
401,Belarus,2017,1,55.7,103,0.04,0.66,0,0,0,0.3,0,0
402,Belarus,2018,1.11,60.6,114.1,0.05,0.7,0,0,0,0.35,0,0
403,Belarus,2019,1.11,60.9,114.9,0.06,0.69,0,0,0,0.36,0.01,0
404,Belarus,2020,1.03,56,107.2,0.04,0.64,0,0,0,0.34,0.01,0
405,Belarus,2021,1.1,57.1,114.9,0.04,0.68,0,0,0.05,0.33,0.01,0
406,Belarus,2022,1.07,55.9,112.1,0.04,0.66,0,0,0,0.31,0.01,0
407,Belgium,1965,1.49,124.7,157.9,0.8,0,0,0,0,0.68,0,0
408,Belgium,1966,1.43,118.5,151.3,0.73,0,0,0,0,0.69,0,0
409,Belgium,1967,1.5,123.4,158,0.72,0.02,0,0,0,0.76,0,0
410,Belgium,1968,1.68,135.1,175.3,0.74,0.04,0,0,0,0.89,0,0
411,Belgium,1969,1.84,144.4,191.7,0.72,0.09,0,0,0,1.02,0,0
412,Belgium,1970,1.94,149,201.7,0.68,0.14,0,0,0,1.12,0,0
413,Belgium,1971,1.91,142.1,197.1,0.56,0.2,0,0,0,1.14,0,0
414,Belgium,1972,2.03,149.3,208.8,0.54,0.25,0,0,0,1.24,0,0
415,Belgium,1973,2.05,147.1,211.1,0.45,0.3,0,0,0,1.3,0,0
6026,                 European Union #,1995,,,,,,,3.48,,,,
416,Belgium,1974,1.98,141.4,203.4,0.48,0.35,0,0,0,1.14,0,0
417,Belgium,1975,1.86,126,191,0.36,0.35,0,0,0.07,1.09,0,0
418,Belgium,1976,1.98,132,202.4,0.38,0.37,0,0,0.1,1.13,0,0
419,Belgium,1977,1.98,131.6,202.5,0.38,0.36,0,0,0.12,1.11,0,0
420,Belgium,1978,2.07,136.8,211.1,0.39,0.36,0,0,0.13,1.19,0,0
421,Belgium,1979,2.13,142.2,216.9,0.44,0.39,0,0,0.12,1.18,0,0
422,Belgium,1980,2.04,136.1,207.3,0.44,0.37,0,0,0.13,1.09,0,0
423,Belgium,1981,1.94,129.4,196.9,0.45,0.34,0,0,0.13,1,0,0
424,Belgium,1982,1.85,121.9,188,0.46,0.29,0,0,0.16,0.95,0,0
425,Belgium,1983,1.8,109.3,182.1,0.39,0.3,0,0,0.25,0.86,0,0
426,Belgium,1984,1.88,113.2,190.1,0.45,0.31,0,0,0.28,0.83,0,0
427,Belgium,1985,1.96,114.2,198.3,0.45,0.31,0,0,0.35,0.84,0,0
428,Belgium,1986,2.02,113.7,204.5,0.38,0.28,0,0,0.4,0.95,0,0
429,Belgium,1987,2.08,115.2,210.4,0.38,0.31,0,0,0.43,0.96,0,0
430,Belgium,1988,2.12,117.2,214.2,0.39,0.3,0,0,0.44,0.99,0,0
431,Belgium,1989,2.14,119.8,215.4,0.41,0.34,0,0,0.42,0.97,0,0
432,Belgium,1990,2.24,126.5,224.6,0.45,0.34,0,0,0.44,1,0,0
433,Belgium,1991,2.31,130.7,231.7,0.43,0.37,0,0,0.44,1.08,0,0
434,Belgium,1992,2.31,128.1,230.6,0.38,0.38,0,0,0.44,1.1,0,0
435,Belgium,1993,2.27,126.1,226.2,0.36,0.4,0,0,0.43,1.08,0,0
436,Belgium,1994,2.39,129.6,237.4,0.39,0.41,0,0,0.41,1.18,0,0
437,Belgium,1995,2.42,128.9,239.7,0.37,0.45,0,0,0.42,1.17,0,0
438,Belgium,1996,2.57,137.2,253.9,0.35,0.5,0,0,0.44,1.27,0,0
439,Belgium,1997,2.6,135.9,255.7,0.33,0.48,0,0,0.48,1.3,0,0
440,Belgium,1998,2.65,139.9,259.8,0.33,0.52,0,0,0.47,1.32,0,0
441,Belgium,1999,2.63,133.3,257.1,0.29,0.56,0.01,0,0.5,1.27,0.01,0
442,Belgium,2000,2.68,136.3,260.7,0.32,0.56,0.01,0,0.49,1.29,0.01,0
443,Belgium,2001,2.65,136.3,257.3,0.3,0.55,0.01,0,0.47,1.31,0.01,0
444,Belgium,2002,2.64,134.2,255,0.26,0.57,0.01,0,0.48,1.32,0.01,0
445,Belgium,2003,2.74,141.2,263.6,0.25,0.61,0.01,0,0.47,1.39,0.01,0
446,Belgium,2004,2.75,140.1,263.3,0.23,0.62,0.01,0,0.47,1.41,0.01,0
447,Belgium,2005,2.72,136.2,258.8,0.22,0.61,0.02,0,0.47,1.4,0.02,0
448,Belgium,2006,2.73,138.2,257.9,0.21,0.63,0.03,0,0.46,1.4,0.03,0
449,Belgium,2007,2.75,137.7,258,0.19,0.63,0.03,0,0.47,1.41,0.03,0
450,Belgium,2008,2.79,139.1,260.3,0.19,0.63,0.04,0,0.44,1.48,0.05,0.01
451,Belgium,2009,2.58,124.6,238.6,0.12,0.63,0.05,0,0.46,1.3,0.06,0.01
452,Belgium,2010,2.75,133.5,253.1,0.16,0.7,0.05,0,0.46,1.35,0.08,0.01
453,Belgium,2011,2.57,120.6,234.5,0.15,0.59,0.05,0,0.46,1.26,0.1,0.02
454,Belgium,2012,2.47,116.3,223.5,0.14,0.6,0.06,0,0.38,1.22,0.12,0.03
455,Belgium,2013,2.53,117.3,227.6,0.15,0.6,0.06,0,0.4,1.25,0.13,0.04
456,Belgium,2014,2.34,109,209.6,0.14,0.52,0.05,0,0.32,1.22,0.14,0.05
457,Belgium,2015,2.37,115.2,210.4,0.14,0.57,0.06,0,0.24,1.25,0.16,0.05
458,Belgium,2016,2.55,116.9,225.7,0.13,0.58,0.06,0,0.4,1.27,0.16,0.05
459,Belgium,2017,2.58,118.8,226.4,0.13,0.59,0.07,0,0.39,1.29,0.18,0.06
460,Belgium,2018,2.57,125.5,224.6,0.13,0.61,0.06,0,0.26,1.38,0.19,0.07
461,Belgium,2019,2.66,121.8,230.9,0.13,0.63,0.06,0,0.4,1.29,0.21,0.09
462,Belgium,2020,2.39,105.3,206.8,0.1,0.61,0.06,0,0.31,1.11,0.26,0.12
463,Belgium,2021,2.66,113.5,228.9,0.11,0.61,0.05,0,0.45,1.23,0.25,0.11
464,Belgium,2022,2.45,108.2,210.2,0.12,0.52,0.05,0,0.39,1.16,0.26,0.11
465,Brazil,1965,0.99,51.5,11.7,0.07,0,0,0.27,0,0.64,0,0
466,Brazil,1966,1.08,56.2,12.4,0.08,0,0,0.3,0,0.7,0,0
467,Brazil,1967,1.11,58,12.5,0.08,0,0,0.31,0,0.72,0,0
468,Brazil,1968,1.27,68.1,13.9,0.08,0,0,0.33,0,0.86,0,0
469,Brazil,1969,1.39,74.3,14.8,0.09,0,0,0.35,0,0.95,0,0
470,Brazil,1970,1.63,85.1,16.9,0.1,0,0.01,0.42,0,1.08,0.02,0
471,Brazil,1971,1.82,96.1,18.4,0.1,0,0.01,0.46,0,1.23,0.02,0
472,Brazil,1972,2.08,106.8,20.5,0.11,0.01,0.01,0.54,0,1.4,0.02,0
473,Brazil,1973,2.45,127.3,23.6,0.11,0.01,0.01,0.62,0,1.7,0.02,0
474,Brazil,1974,2.73,139.3,25.7,0.11,0.01,0.01,0.7,0,1.88,0.02,0
475,Brazil,1975,2.88,145.1,26.5,0.13,0.02,0.01,0.77,0,1.94,0.02,0
476,Brazil,1976,3.15,156,28.3,0.14,0.02,0.01,0.88,0,2.09,0.02,0
6027,                 European Union #,1996,,,,,,,3.46,,,,
477,Brazil,1977,3.36,162.1,29.5,0.18,0.02,0.01,1,0,2.13,0.04,0
478,Brazil,1978,3.72,176.4,31.9,0.21,0.03,0.02,1.09,0,2.33,0.06,0
479,Brazil,1979,4.06,186.5,34,0.23,0.03,0.02,1.24,0,2.48,0.08,0
480,Brazil,1980,4.15,185.2,33.9,0.25,0.04,0.02,1.37,0,2.4,0.09,0
481,Brazil,1981,4.07,179.1,32.5,0.24,0.03,0.02,1.39,0,2.32,0.09,0
482,Brazil,1982,4.28,181.8,33.4,0.26,0.05,0.03,1.5,0,2.36,0.11,0
483,Brazil,1983,4.33,173.5,33,0.29,0.06,0.03,1.61,0,2.2,0.16,0
484,Brazil,1984,4.61,179.8,34.4,0.35,0.07,0.03,1.77,0.02,2.2,0.19,0
485,Brazil,1985,4.94,185,36.1,0.42,0.09,0.04,1.9,0.03,2.26,0.23,0
486,Brazil,1986,5.21,199.4,37.3,0.42,0.11,0.04,1.94,0,2.45,0.29,0
487,Brazil,1987,5.35,205.8,37.6,0.44,0.12,0.04,1.98,0.01,2.51,0.29,0
488,Brazil,1988,5.52,207.6,38,0.45,0.12,0.04,2.12,0.01,2.51,0.3,0
489,Brazil,1989,5.67,211.4,38.3,0.45,0.12,0.04,2.18,0.02,2.57,0.33,0
490,Brazil,1990,5.64,206.4,37.4,0.4,0.11,0.04,2.2,0.02,2.59,0.31,0
491,Brazil,1991,5.82,213.4,38,0.46,0.12,0.05,2.32,0.01,2.59,0.32,0
492,Brazil,1992,5.9,212.4,37.9,0.45,0.13,0.06,2.38,0.02,2.6,0.32,0
493,Brazil,1993,6.17,222.5,39,0.46,0.16,0.06,2.5,0,2.71,0.34,0
494,Brazil,1994,6.48,234,40.2,0.47,0.17,0.06,2.58,0,2.89,0.36,0
495,Brazil,1995,6.89,253.6,42.1,0.5,0.19,0.06,2.7,0.03,3.1,0.38,0
496,Brazil,1996,7.29,271.5,43.9,0.51,0.21,0.08,2.83,0.02,3.32,0.4,0
497,Brazil,1997,7.75,289.1,46,0.51,0.23,0.08,2.97,0.03,3.61,0.4,0
498,Brazil,1998,8.02,298.5,46.9,0.5,0.24,0.09,3.1,0.03,3.75,0.4,0
499,Brazil,1999,8.12,301.2,46.8,0.51,0.28,0.1,3.12,0.04,3.76,0.41,0
500,Brazil,2000,8.48,319.4,48.2,0.54,0.35,0.09,3.24,0.06,3.93,0.36,0
501,Brazil,2001,8.27,328.2,46.4,0.54,0.44,0.1,2.83,0.14,3.96,0.36,0
502,Brazil,2002,8.46,327.3,46.9,0.52,0.52,0.12,3.01,0.14,3.88,0.39,0
503,Brazil,2003,8.62,324.6,47.2,0.54,0.58,0.14,3.19,0.13,3.77,0.4,0
504,Brazil,2004,9.04,341.7,48.9,0.56,0.7,0.14,3.33,0.12,3.9,0.44,0
505,Brazil,2005,9.28,345.3,49.7,0.54,0.72,0.16,3.48,0.1,3.97,0.46,0
506,Brazil,2006,9.53,351.1,50.5,0.54,0.76,0.17,3.57,0.14,4.06,0.47,0
507,Brazil,2007,10.14,371.2,53.2,0.57,0.78,0.21,3.81,0.12,4.26,0.6,0.01
508,Brazil,2008,10.58,393.6,54.9,0.58,0.92,0.23,3.74,0.14,4.43,0.77,0.01
509,Brazil,2009,10.51,368.8,54,0.47,0.74,0.26,3.93,0.13,4.39,0.85,0.01
510,Brazil,2010,11.47,410.6,58.4,0.61,0.99,0.37,4.03,0.14,4.7,1,0.02
511,Brazil,2011,11.86,428,59.9,0.65,0.99,0.37,4.25,0.15,4.87,0.96,0.03
512,Brazil,2012,12.21,457.8,61.1,0.64,1.17,0.41,4.1,0.15,5.16,0.99,0.05
513,Brazil,2013,12.51,487,62,0.69,1.38,0.47,3.84,0.15,5.3,1.16,0.06
514,Brazil,2014,12.83,511.7,63.1,0.73,1.46,0.54,3.64,0.14,5.51,1.34,0.12
515,Brazil,2015,12.66,494.8,61.7,0.74,1.55,0.57,3.49,0.14,5.17,1.58,0.21
516,Brazil,2016,12.36,455.9,59.7,0.67,1.34,0.59,3.67,0.15,4.9,1.64,0.32
517,Brazil,2017,12.47,461.7,59.8,0.7,1.35,0.61,3.55,0.14,4.95,1.76,0.41
518,Brazil,2018,12.51,442.1,59.5,0.69,1.29,0.62,3.7,0.14,4.71,1.98,0.46
519,Brazil,2019,12.72,435.5,60.1,0.65,1.29,0.63,3.78,0.15,4.69,2.18,0.53
520,Brazil,2020,12.22,408.4,57.3,0.59,1.13,0.68,3.75,0.13,4.42,2.2,0.54
521,Brazil,2021,12.85,461.6,60,0.71,1.46,0.64,3.42,0.13,4.78,2.36,0.68
522,Brazil,2022,13.41,443.3,62.3,0.59,1.15,0.61,4,0.13,5.01,2.53,0.77
523,Bulgaria,1965,0.43,36.7,52.4,0.25,0,0,0.02,0,0.16,0,0
524,Bulgaria,1966,0.46,39.2,55.7,0.26,0,0,0.02,0,0.18,0,0
525,Bulgaria,1967,0.54,45.2,64.2,0.28,0.01,0,0.02,0,0.23,0,0
526,Bulgaria,1968,0.6,51,71.2,0.31,0.01,0,0.01,0,0.27,0,0
527,Bulgaria,1969,0.67,55.7,78.7,0.31,0.01,0,0.02,0,0.33,0,0
528,Bulgaria,1970,0.75,62.4,87.8,0.34,0.01,0,0.02,0,0.38,0,0
529,Bulgaria,1971,0.78,64.6,90.8,0.33,0.01,0,0.02,0,0.42,0,0
530,Bulgaria,1972,0.81,66.6,92.8,0.34,0.01,0,0.02,0,0.44,0,0
531,Bulgaria,1973,0.84,68.6,95.9,0.34,0.01,0,0.03,0,0.46,0,0
532,Bulgaria,1974,0.86,69.9,98.1,0.34,0.02,0,0.02,0.01,0.48,0,0
533,Bulgaria,1975,0.96,75.1,107.8,0.35,0.04,0,0.03,0.03,0.51,0,0
534,Bulgaria,1976,1.01,75.9,113.6,0.33,0.07,0,0.03,0.05,0.53,0,0
535,Bulgaria,1977,1.07,78.4,119.3,0.33,0.09,0,0.04,0.06,0.55,0,0
536,Bulgaria,1978,1.1,82.1,123.2,0.35,0.1,0,0.03,0.06,0.56,0,0
596,Canada,1980,9.76,440.6,398.3,0.93,1.79,0.01,2.67,0.39,3.97,0.01,0
537,Bulgaria,1979,1.15,84.9,127.7,0.36,0.1,0,0.04,0.06,0.58,0,0
538,Bulgaria,1980,1.21,89.1,134.7,0.38,0.13,0,0.04,0.06,0.59,0,0
539,Bulgaria,1981,1.19,85.5,132.7,0.39,0.14,0,0.04,0.09,0.53,0,0
540,Bulgaria,1982,1.22,87,136.1,0.41,0.16,0,0.03,0.11,0.51,0,0
541,Bulgaria,1983,1.23,86,137.2,0.4,0.17,0,0.04,0.13,0.5,0,0
542,Bulgaria,1984,1.22,85,136.7,0.4,0.18,0,0.03,0.13,0.48,0,0
543,Bulgaria,1985,1.21,84.9,136,0.42,0.19,0,0.02,0.13,0.44,0,0
544,Bulgaria,1986,1.24,87.9,139.1,0.43,0.19,0,0.02,0.12,0.46,0,0
545,Bulgaria,1987,1.25,87.8,140.6,0.43,0.21,0,0.03,0.13,0.45,0,0
546,Bulgaria,1988,1.28,86.6,144.4,0.4,0.21,0,0.03,0.16,0.47,0,0
547,Bulgaria,1989,1.26,86.8,143.6,0.41,0.21,0,0.03,0.15,0.46,0,0
548,Bulgaria,1990,1.17,74.4,133.5,0.35,0.23,0,0.02,0.15,0.43,0,0
549,Bulgaria,1991,0.95,59.9,108.6,0.31,0.19,0,0.03,0.13,0.29,0,0
550,Bulgaria,1992,0.89,58.3,102.8,0.33,0.17,0,0.02,0.12,0.26,0,0
551,Bulgaria,1993,0.95,60.4,110.4,0.35,0.16,0,0.02,0.14,0.28,0,0
552,Bulgaria,1994,0.91,56.9,107,0.32,0.16,0,0.02,0.16,0.26,0,0
553,Bulgaria,1995,0.98,58.9,116,0.32,0.19,0,0.02,0.18,0.27,0,0
554,Bulgaria,1996,0.98,56.9,116.6,0.32,0.19,0,0.03,0.18,0.25,0,0
555,Bulgaria,1997,0.93,56.2,111.3,0.36,0.16,0,0.03,0.18,0.2,0,0
556,Bulgaria,1998,0.89,53.9,108.1,0.35,0.13,0,0.03,0.17,0.21,0,0
557,Bulgaria,1999,0.78,46.1,95.8,0.29,0.11,0,0.03,0.16,0.19,0,0
558,Bulgaria,2000,0.78,43.4,96.7,0.26,0.12,0,0.03,0.19,0.18,0,0
559,Bulgaria,2001,0.81,46.4,100.7,0.3,0.1,0,0.02,0.2,0.19,0,0
560,Bulgaria,2002,0.79,44.6,98.4,0.28,0.09,0,0.02,0.2,0.19,0,0
561,Bulgaria,2003,0.81,48.4,102.5,0.31,0.1,0,0.03,0.17,0.2,0,0
562,Bulgaria,2004,0.78,46.5,99.8,0.3,0.09,0,0.03,0.17,0.19,0,0
563,Bulgaria,2005,0.85,48.3,108.8,0.29,0.12,0,0.04,0.18,0.21,0,0
564,Bulgaria,2006,0.87,49.2,111.6,0.29,0.12,0,0.04,0.19,0.22,0,0
565,Bulgaria,2007,0.84,52.5,108.6,0.33,0.12,0,0.03,0.14,0.21,0,0
566,Bulgaria,2008,0.83,50.1,108,0.32,0.12,0,0.03,0.15,0.21,0,0
567,Bulgaria,2009,0.73,43.4,95.4,0.27,0.09,0,0.03,0.15,0.19,0,0
568,Bulgaria,2010,0.76,45.5,100.3,0.29,0.1,0,0.05,0.15,0.17,0.01,0.01
569,Bulgaria,2011,0.81,50.5,107.3,0.34,0.11,0,0.03,0.16,0.16,0.01,0.01
570,Bulgaria,2012,0.77,45.8,102.7,0.29,0.1,0,0.03,0.15,0.17,0.02,0.01
571,Bulgaria,2013,0.71,40.7,96,0.25,0.1,0,0.04,0.13,0.16,0.03,0.01
572,Bulgaria,2014,0.76,43.2,103.3,0.27,0.1,0,0.04,0.15,0.17,0.03,0.01
573,Bulgaria,2015,0.81,45.9,110.7,0.27,0.11,0,0.05,0.14,0.19,0.04,0.01
574,Bulgaria,2016,0.77,43.1,105.9,0.24,0.11,0,0.04,0.15,0.2,0.04,0.01
575,Bulgaria,2017,0.79,45.9,109.4,0.26,0.12,0,0.03,0.14,0.2,0.04,0.01
576,Bulgaria,2018,0.79,42.6,110.7,0.23,0.11,0.02,0.05,0.15,0.2,0.05,0.01
577,Bulgaria,2019,0.76,41.5,108,0.21,0.1,0.02,0.03,0.15,0.21,0.05,0.01
578,Bulgaria,2020,0.7,36.1,100.8,0.17,0.11,0.02,0.03,0.15,0.19,0.05,0.01
579,Bulgaria,2021,0.8,41.9,116,0.22,0.12,0.03,0.05,0.15,0.2,0.06,0.01
580,Bulgaria,2022,0.83,46.4,123,0.26,0.1,0.03,0,0.15,0.22,0.07,0.01
581,Canada,1965,5,260.3,254,0.65,0.78,0,1.26,0,2.31,0,0
582,Canada,1966,5.32,271.7,265.4,0.64,0.85,0,1.39,0,2.44,0,0
583,Canada,1967,5.57,285.5,272.8,0.63,0.91,0,1.43,0,2.6,0,0
584,Canada,1968,5.92,308.3,285.7,0.68,1.01,0,1.45,0.01,2.77,0,0
585,Canada,1969,6.28,320.5,298.7,0.66,1.13,0,1.6,0.01,2.89,0,0
586,Canada,1970,6.73,344.9,313.8,0.71,1.25,0,1.68,0.01,3.08,0,0
587,Canada,1971,6.94,351.6,317,0.67,1.33,0,1.73,0.04,3.16,0,0
588,Canada,1972,7.47,368,336,0.64,1.5,0,1.93,0.07,3.33,0,0
589,Canada,1973,8.11,393.7,360.4,0.65,1.59,0,2.07,0.16,3.63,0,0
590,Canada,1974,8.36,400.2,366.7,0.67,1.61,0,2.24,0.15,3.7,0,0
591,Canada,1975,8.24,398.1,356.2,0.65,1.66,0,2.16,0.13,3.65,0,0
592,Canada,1976,8.63,412.9,368.1,0.77,1.68,0.01,2.26,0.18,3.74,0.01,0
593,Canada,1977,9.13,436.4,384.9,0.98,1.76,0.01,2.34,0.27,3.77,0.01,0
594,Canada,1978,9.3,424.6,388.2,0.81,1.78,0.01,2.5,0.32,3.89,0.01,0
